Island,Site,Plot,SY,Date_Survey,Pore_water,Inside_plot,Survey_start,Survey_end,Personnel,Water_depth,Temp,DO_percent,DO_mg_L,Salinity_ppt,SPC,TDS,pH,Syringe_used,Notes,water_depth_below_zero,Salinity_ppt_above_70ppt,TDS_above_70ppt
St John,Water Creek,B,2022,2/25/2022,no,no,11:38,11:43,"LU, KH, LP, AD",4.4,26.2,63.6,4.22,34.66,52672,34201,,no,taken at adjacent ocean site outside plot,,,
St John,Water Creek,A,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",22.5,29.2,105.3,6.72,35.83,54326,35293,,N,,,,
St John,Water Creek,A,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",22,29.4,108.3,6.83,35.8,54329,35304,,N,,,,
St John,Water Creek,A,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",18.5,29.8,105.5,6.61,35.83,54374,35350,,N,,,,
St John,Water Creek,C,2022,2/25/2022,yes,yes,13:15,13:30,"LU, KH, LP, AD",2,27.8,83.7,5.39,35.46,54467,35398,,yes,pore water from puddles at site,,,
St John,Water Creek,A,2022,2/25/2022,no,no,9:30,9:45,"LU, KH, LP, AD",6.4,26.2,76.5,5.01,36.31,54884,35661,,no,taken at adjacent ocean site outside plot,,,
St John,Water Creek,C,2022,2/25/2022,no,no,13:15,13:30,"LU, KH, LP, AD",11.5,28.8,90.7,5.78,36.29,54842,35675,,no,taken at adjacent ocean site outside plot,,,
St John,Water Creek,A,2022,2/25/2022,no,no,9:30,9:45,"LU, KH, LP, AD",5,25.3,64.3,4.31,36.36,54914,35682,,no,taken at adjacent ocean site outside plot,,,
St John,Water Creek,A,2022,2/25/2022,no,no,9:30,9:45,"LU, KH, LP, AD",10,26.3,72.6,4.78,36.36,54937,35710,,no,taken at adjacent ocean site outside plot,,,
St John,Water Creek,C,2022,2/25/2022,yes,yes,13:15,13:30,"LU, KH, LP, AD",1.3,26.9,77.7,5.04,36.4,54985,35751,,yes,pore water from puddles at site,,,
St John,Water Creek,B,2022,2/25/2022,no,no,11:38,11:43,"LU, KH, LP, AD",11.4,26.5,80.7,5.3,36.45,55059,35786,,no,taken at adjacent ocean site outside plot,,,
St John,Water Creek,C,2022,2/25/2022,no,no,13:15,13:30,"LU, KH, LP, AD",9,27.6,75.3,4.78,36.52,55174,35893,,no,taken at adjacent ocean site outside plot,,,
St John,Water Creek,C,2022,2/25/2022,no,no,13:15,13:30,"LU, KH, LP, AD",12.5,27.5,70,4.51,36.54,55218,35897,,no,taken at adjacent ocean site outside plot,,,
St John,Water Creek,B,2022,2/25/2022,no,no,11:38,11:43,"LU, KH, LP, AD",8.7,26.3,71.1,4.67,36.74,55421,36016,,no,taken at adjacent ocean site outside plot,,,
St John,Water Creek,B,2022,2/25/2022,yes,yes,11:15,11:30,"LU, KH, LP, AD",1,24.7,77.2,5.16,38.02,57082,37097,,yes,pore water from puddles at site,,,
St John,Water Creek,B,2022,2/25/2022,yes,yes,11:15,11:30,"LU, KH, LP, AD",0,26.6,69.4,4.37,43.07,63771,41416,,yes,pore water from puddles at site,,,
St Croix,Southgate,A,2024,7/22/2024,N,Yes,NA,NA,NA,9.8,31.1,58.8,4.05,9.88,16955,11020,7.74,N,,,,
St Croix,Southgate,A,2024,7/22/2024,N,Yes,NA,NA,NA,10,31.2,54.3,4.11,9.88,16955,11020,7.77,N,,,,
St Croix,Southgate,A,2024,7/22/2024,N,Yes,NA,NA,NA,11,31.4,73.5,5.03,10.06,17288,11205,7.75,N,,,,
St Croix,Krause Lagoon,A,2024,7/23/2024,N,Yes,NA,NA,NA,16.3,34.8,93.8,5.36,37.89,57420,37339,7.74,N,,,,
St Croix,Krause Lagoon,A,2024,7/23/2024,N,Yes,NA,NA,NA,15.4,35.1,92.8,5.2,38.63,58396,37864,7.68,N,,,,
St Croix,Krause Lagoon,A,2024,7/23/2024,N,Yes,NA,NA,NA,8.2,36.1,78.4,4.3,38.84,60118,39110,7.47,N,,,,
St Croix,Great Pond,A,2024,7/24/2024,N,Yes,NA,NA,NA,16.2,29,52.4,3.14,42.27,62849,40857,7.7,N,,,,
St Croix,Great Pond,A,2024,7/24/2024,N,Yes,NA,NA,NA,6.8,28.8,48.1,2.85,41.54,61928,40265,7.69,N,,,,
St Croix,Great Pond,A,2024,7/24/2024,N,Yes,NA,NA,NA,7.2,28.1,59.9,3.22,41.71,62143,40395,7.7,N,,,,
St Croix,Salt River,A,2024,7/24/2024,N,Yes,NA,NA,NA,23.4,34.8,243.8,13.51,44.13,65603,42674,8.93,N,,,,
St Croix,Salt River,A,2024,7/24/2024,N,Yes,NA,NA,NA,12.9,34.5,248.4,13.83,44.21,65701,42704,8.9,N,,,,
St Croix,Salt River,A,2024,7/24/2024,N,Yes,NA,NA,NA,24,35,255.6,13.8,44.23,65710,42745,8.94,N,,,,
St Croix,Southgate,B,2024,7/22/2024,N,Yes,NA,NA,NA,9.9,30.5,43.6,3.08,9.72,16697,10854,7.99,N,,,,
St Croix,Southgate,B,2024,7/22/2024,N,Yes,NA,NA,NA,15.9,31,78.6,5.56,9.72,16696,10853,8.13,N,,,,
St Croix,Southgate,B,2024,7/22/2024,N,Yes,NA,NA,NA,12.8,30.7,54.5,3.87,9.73,16696,10852,8.1,N,,,,
St Croix,Great Pond,B,2024,7/22/2024,N,Yes,NA,NA,NA,12.2,35.9,192,10.03,51.62,75179,48899,7.92,N,,,,
St Croix,Great Pond,B,2024,7/22/2024,N,Yes,NA,NA,NA,11.6,36.3,205.4,10.64,52.48,76372,49627,7.56,N,,,,
St Croix,Great Pond,B,2024,7/22/2024,N,Yes,NA,NA,NA,11.8,36.5,198.4,10.28,52.61,76900,49720,7.97,N,,,,
St Croix,Krause Lagoon,B,2024,7/23/2024,N,Yes,NA,NA,NA,11.3,31.4,82.3,4.94,38.08,57427,37338,7.2,Y,,,,
St Croix,Krause Lagoon,B,2024,7/23/2024,N,Yes,NA,NA,NA,8,30.9,65.8,3.97,38.02,57364,37287,7.2,Y,,,,
St Croix,Krause Lagoon,B,2024,7/23/2024,N,Yes,NA,NA,NA,12.1,32.2,65.2,3.84,39.32,57852,37593,7.2,N,,,,
St Croix,Salt River,B,2024,7/24/2024,N,Yes,NA,NA,NA,6.5,30.4,80.7,4.96,37.48,56608,36797,7.48,Y,,,,
St Croix,Salt River,B,2024,7/24/2024,N,Yes,NA,NA,NA,83.9,30.9,78,4.75,37.36,56477,36714,7.71,N,,,,
St Croix,Salt River,B,2024,7/24/2024,N,Yes,NA,NA,NA,43.8,31,72.6,4.42,37.37,56499,36726,7.7,N,,,,
St Croix,Southgate,C,2024,7/22/2024,N,Yes,NA,NA,NA,5,28.4,67.8,4.97,63,18544,10754,7.89,N,,,,
St Croix,Southgate,C,2024,7/22/2024,N,Yes,NA,NA,NA,4.5,27.7,55.1,3.94,9.51,16335,10631,7.97,N,,,,
St Croix,Southgate,C,2024,7/22/2024,N,Yes,NA,NA,NA,8.1,28.3,71.5,5.24,9.39,16122,10494,8.01,N,,,,
St Croix,Great Pond,C,2024,7/22/2024,N,Yes,NA,NA,NA,10.2,36.7,167.3,8.69,50.98,74245,48321,7.84,N,,,,
St Croix,Great Pond,C,2024,7/22/2024,N,Yes,NA,NA,NA,5.4,36.6,202.8,10.5,51.3,74876,48674,7.96,N,,,,
St Croix,Great Pond,C,2024,7/22/2024,N,Yes,NA,NA,NA,8.7,36.5,208.6,10.95,51.25,74761,48618,7.97,N,,,,
St Croix,Great Pond,A,2023,6/24/2022,NA,NA,15:15,NA,NA,,,,,,,,,NA,No sample taken; no water available at fully dried pond site,,,
St Croix,Great Pond,B,2023,6/24/2022,NA,NA,14:50,NA,NA,,,,,,,,,NA,No sample taken; no water available at fully dried pond site,,,
St Croix,Great Pond,C,2023,6/24/2022,NA,NA,14:50,NA,NA,,,,,,,,,NA,No sample taken; no water available at fully dried pond site,,,
St Croix,Great Pond,A,2022,11/15/2022,N,No,10:26,NA,"KWG, HS, AND, AH",5,32.4,97.2,5.09,61,86628,56317,,N,COER on way in,,,
St Croix,Great Pond,A,2022,11/15/2022,N,No,10:26,NA,"KWG, HS, AND, AH",8,31.6,95.8,5.06,61.19,86865,56523,,N,COER on way in,,,
St Croix,Great Pond,A,2022,11/15/2022,N,No,10:26,NA,"KWG, HS, AND, AH",9.5,32.2,123.2,6.48,61.4,87000,56578,,N,COER on way in,,,
St Croix,Great Pond,B,2022,11/15/2022,N,No,12:10,NA,"KWG, HS, AND, AH",14.5,35.6,118.1,6.91,30.81,47667,31201,,N,,,,
St Croix,Great Pond,B,2022,11/15/2022,N,No,12:10,NA,"KWG, HS, AND, AH",5.5,35.3,216.7,10.39,71.38,99112,64440,,N,,,,
St Croix,Great Pond,B,2022,11/15/2022,N,No,12:10,NA,"KWG, HS, AND, AH",7.5,34.6,175.6,8.63,70.7,98098,63885,,N,,,,
St Croix,Great Pond,C,2022,11/15/2022,N,No,13:36,NA,"KWG, HS, AND, AH",5.8,36.3,227.4,9.94,86.85,116624,75826,,N,Batis on mudflat,,,
St Croix,Great Pond,C,2022,11/15/2022,N,No,13:36,NA,"KWG, HS, AND, AH",3,36.6,113.6,6.24,40.35,60613,39493,,N,Batis on mudflat,,,
St Croix,Great Pond,C,2022,11/15/2022,N,No,13:36,NA,"KWG, HS, AND, AH",5,37.5,237.4,9.83,91.61,122058,79303,,N,Batis on mudflat,,,
St Croix,Krause Lagoon,C,2024,7/23/2024,N,No,NA,NA,NA,30.7,29.6,108.2,6.78,36.19,54848,35651,7.92,N,,,,
St Croix,Krause Lagoon,C,2024,7/23/2024,N,No,NA,NA,NA,42.5,29.6,107.5,6.74,36.26,54930,35708,7.93,N,,,,
St Croix,Krause Lagoon,C,2024,7/23/2024,N,No,NA,NA,NA,41.2,29.5,105.2,6.6,36.39,55076,35813,7.87,N,,,,
St Croix,Salt River,C,2024,7/24/2024,N,Yes,NA,NA,NA,3.5,29.7,52.7,3.27,37.42,56453,36605,7.35,N,,,,
St Croix,Salt River,C,2024,7/24/2024,N,Yes,NA,NA,NA,9.5,29.8,51.4,3.18,37.32,56426,36680,7.31,N,,,,
St Croix,Salt River,C,2024,7/24/2024,N,Yes,NA,NA,NA,7.8,29.7,55.6,3.56,37.28,56412,36682,7.28,N,,,,
St Croix,Salt River,A,2022,11/18/2022,N,Yes,8:57,NA,"KWG, HS, AND, AH",24,26.6,39.7,2.61,35.02,53129,34544,,N,"THPO in plot, RHMA fringe is growing on a 4ft clay berm",,,
St Croix,Salt River,A,2022,11/18/2022,N,Yes,8:57,NA,"KWG, HS, AND, AH",32,26.8,62.7,4.09,35.04,53122,34533,,N,"THPO in plot, RHMA fringe is growing on a 4ft clay berm",,,
St Croix,Salt River,A,2022,11/18/2022,N,Yes,8:57,NA,"KWG, HS, AND, AH",23,26.9,63.3,4.14,34.8,32842,34358,,N,"THPO in plot, LARA fringe is growing on a 4ft clay berm",,,
St Croix,Salt River,B,2022,11/18/2022,N,Yes,11:31,NA,"KWG, HS, AND, AH",27.2,27.3,78.8,5.08,34.99,53179,34578,,N,Marine debris tire,,,
St Croix,Salt River,B,2022,11/18/2022,N,Yes,11:31,NA,"KWG, HS, AND, AH",38.5,27.4,78.6,5.02,35.16,53313,34662,,N,Marine debris tire,,,
St Croix,Salt River,B,2022,11/18/2022,N,Yes,11:31,NA,"KWG, HS, AND, AH",35.8,26.8,83.6,5.34,35.1,53286,34637,,N,Marine debris tire,,,
St Croix,Salt River,C,2022,11/18/2022,N,Yes,14:38,NA,"KWG, HS, AND, AH",27.5,28,77.5,4.86,34.99,53164,34566,,N,COER on way in,,,
St Croix,Salt River,C,2022,11/18/2022,N,Yes,14:38,NA,"KWG, HS, AND, AH",18.1,27.8,72.3,4.63,35.1,53286,34637,,N,COER on way in,,,
St Croix,Salt River,C,2022,11/18/2022,N,Yes,14:38,NA,"KWG, HS, AND, AH",28.2,27.8,73.2,4.66,35.06,53261,34637,,N,COER on way in,,,
St Thomas,Magens Bay,A,2024,6/7/2024,N,,13:05,NA,,8.1,31.4,44.3,2.65,35.65,54381,35379,7.73,,,,,
St Thomas,Magens Bay,A,2024,6/7/2024,N,,13:05,NA,,9.5,32.2,51.9,3,36.28,55067,35789,7.79,,,,,
St Thomas,Magens Bay,A,2024,6/7/2024,N,,13:05,NA,,7.5,31.3,38.6,2.28,36.23,54994,35743,7.75,,,,,
St Thomas,Magens Bay,B,2024,6/7/2024,N,,10:45,NA,,16.5,28.8,38.7,2.4,35.59,54027,35114,7.57,,sample cup,,,
St Thomas,Magens Bay,B,2024,6/7/2024,N,,10:45,NA,,22.1,29.3,57.5,3.3,36.04,54638,35514,7.74,,sample cup,,,
St Thomas,Magens Bay,B,2024,6/7/2024,N,,10:45,NA,,14.3,29.1,50.1,3.05,36,54027,35498,7.76,,sample cup,,,
St Thomas,Magens Bay,C,2024,6/10/2024,N,,9:45,NA,,10,30.2,99.4,6.06,36.57,55469,36107,7.91,,,,,
St Thomas,Magens Bay,C,2024,6/10/2024,N,,9:45,NA,,15.5,30.3,102.1,6.28,36.95,55888,36322,8.04,,,,,
St Thomas,Magens Bay,C,2024,6/10/2024,N,,9:45,NA,,10.8,29.2,70.2,4.25,36.75,55590,36046,7.8,,,,,
